NVERTS 12
NFACES 20

VERTEX
16.3787518, -0.1218359, 36.7125778
-16.3787518, -0.1218359, 36.7125778
0, 13.1859007, 10.0971088
-61.4203186, -1.6573437, -6.2816429
61.4203186, -1.6573437, -6.2816429
-45.0415688, 8.0675402, -22.6603947
45.0415688, 8.0675402, -22.6603947
65.515007, -4.2165241, -22.6603947
-65.515007, -4.2165241, -22.7115784
0, 13.1859007, -22.7115784
-16.3787518, -12.4059, -22.7115784
16.3787518, -12.4059, -22.7115784

FACES
127,127,127,	-0.514479,0.857487,-0.005346,	3,	8,3,5
127,127,127,	-0.283418,0.921946,0.263988,	3,	3,1,5
127,127,127,	-0.301363,0.914023,0.271557,	3,	5,1,2
127,127,127,	-0.112910,0.993605,0.000000,	3,	5,2,9
127,127,127,	-0.000000,0.894427,0.447214,	3,	1,0,2
127,127,127,	0.112910,0.993605,-0.000000,	3,	9,2,6
127,127,127,	0.301363,0.914023,0.271557,	3,	2,0,6
127,127,127,	0.283418,0.921946,0.263988,	3,	6,0,4
127,127,127,	0.514488,0.857481,-0.005359,	3,	6,4,7
127,127,127,	-0.001986,0.007476,-0.999970,	3,	5,9,8
127,127,127,	0.000000,-0.000000,-1.000000,	3,	8,9,10
127,127,127,	0.000000,0.000000,-1.000000,	3,	10,9,11
127,127,127,	0.000941,0.000602,-0.999999,	3,	11,9,7
127,127,127,	0.001402,0.002336,-0.999996,	3,	7,9,6
127,127,127,	-0.161371,-0.968228,0.191032,	3,	10,3,8
127,127,127,	-0.157847,-0.967018,0.199900,	3,	10,1,3
127,127,127,	0.000000,-0.979295,0.202438,	3,	10,0,1
127,127,127,	0.000000,-0.979295,0.202438,	3,	10,11,0
127,127,127,	0.157847,-0.967018,0.199900,	3,	11,4,0
127,127,127,	0.161160,-0.968158,0.191565,	3,	7,4,11

TEXTURES
cobra_top.png	256 256	0.000000 0.000000	7.936000 70.656000	39.936000 0.256000
cobra_top.png	256 256	7.936000 70.656000	96.000000 256.000000	39.936000 0.256000
cobra_top.png	256 256	39.936000 0.256000	96.000000 256.000000	128.000000 141.312000
cobra_top.png	256 256	39.936000 0.256000	128.000000 141.312000	128.000000 0.000000
cobra_top.png	256 256	96.000000 256.000000	160.000000 256.000000	128.000000 141.312000
cobra_top.png	256 256	128.000000 0.000000	128.000000 141.312000	216.064000 0.256000
cobra_top.png	256 256	128.000000 141.312000	160.000000 256.000000	216.064000 0.256000
cobra_top.png	256 256	216.064000 0.256000	160.000000 256.000000	248.064000 70.656000
cobra_top.png	256 256	216.064000 0.256000	248.064000 70.656000	256.000000 0.256000
cobra_rear.png	256 256	39.936000 204.800000	128.000000 256.000000	0.000000 81.920000
cobra_rear.png	256 256	0.000000 81.920000	128.000000 256.000000	96.000000 0.000000
cobra_rear.png	256 256	96.000000 0.000000	128.000000 256.000000	160.000000 0.000000
cobra_rear.png	256 256	160.000000 0.000000	128.000000 256.000000	256.000000 81.920000
cobra_rear.png	256 256	256.000000 81.920000	128.000000 256.000000	216.064000 204.800000
cobra_bottom.png	256 256	96.000000 0.000000	7.936000 70.656000	0.000000 0.000000
cobra_bottom.png	256 256	96.000000 0.000000	96.000000 256.000000	7.936000 70.656000
cobra_bottom.png	256 256	96.000000 0.000000	160.000000 256.000000	96.000000 256.000000
cobra_bottom.png	256 256	96.000000 0.000000	160.000000 0.000000	160.000000 256.000000
cobra_bottom.png	256 256	160.000000 0.000000	248.064000 70.656000	160.000000 256.000000
cobra_bottom.png	256 256	256.000000 0.256000	248.064000 70.656000	160.000000 0.000000

END
